Claim_ID,Policy_ID,Policy_Holder,Claim_Date,Claim_Type,Policy_Type,Claim_Amount,Reimbursed_Amount,Premium_Amount,Coverage_Amount,Location,Region,Rainfall_mm,Weather_Condition,Incident_Description,Claim_Channel,Customer_Age,Customer_Gender,Settlement_Status,Processing_Days,Fraud_Flag,Claim_Loss_Ratio
C6375-O,P56997-N,Vardaniya Datta,2024-02-03,Agriculture,Life,209466,209466,27870,346561,Delhi,North,231,Heavy Rain,House Damage,Mobile App,36,Male,Settled,13,No,0.6
C9729-T,P73257-L,Biju Jhaveri,2024-05-16,Vehicle,Life,146191,146191,44015,394032,Mumbai,West,277,Moderate Rain,Crop Loss,Branch,51,Male,Settled,18,No,0.37
C6626-K,P39639-E,Nitara Choudhury,2024-06-29,Health,Property,96485,96485,34941,270571,Delhi,North,179,Light Rain,Hospitalization,Branch,38,Female,Pending,11,No,0.36
C6316-X,P10357-V,Mamooty Bose,2024-07-26,Agriculture,Life,84766,84766,12810,383501,Hyderabad,South,84,Light Rain,Hospitalization,Online,37,Other,Settled,29,No,0.22
C5638-I,P52055-Y,Ishaan Karan,2024-12-05,Health,Property,107896,107896,8603,290755,Lucknow,North,124,Light Rain,Road Accident,Online,23,Other,Rejected,9,No,0.37
C3937-I,P72274-T,Priyansh Gaba,2024-02-27,Health,Vehicle,121656,121656,8559,400073,Pune,West,135,Moderate Rain,Flood Damage,Mobile App,63,Female,Settled,28,No,0.3
C2789-N,P33614-D,Shamik Chawla,2024-10-13,Health,Vehicle,84853,76490,32969,324500,Hyderabad,South,160,Heavy Rain,Crop Loss,Agent,31,Other,Pending,25,No,0.26
C2839-W,P16551-R,Umang Sangha,2024-08-24,Property,Life,189270,189270,39566,279220,Kolkata,East,74,Heavy Rain,Road Accident,Online,56,Other,Settled,27,No,0.68
C8061-J,P40665-T,Anika Warrior,2024-05-05,Vehicle,Agriculture,143427,143427,44265,251914,Jaipur,North,279,Moderate Rain,Hospitalization,Online,38,Other,Settled,27,No,0.57
C8857-H,P42231-I,Ira Kunda,2024-10-02,Health,Life,118181,118181,7125,265428,Lucknow,North,57,Heavy Rain,Hospitalization,Online,38,Female,Settled,7,No,0.45
C9553-K,P17255-U,Aarav Varghese,2024-09-09,Vehicle,Property,49245,49245,19849,237772,Bangalore,South,65,Light Rain,Hospitalization,Agent,43,Male,Pending,5,No,0.21
C6885-G,P29088-F,Mishti Sankaran,2024-11-28,Health,Property,55878,55878,6094,317356,Mumbai,West,90,Flood,Road Accident,Agent,44,Female,Settled,14,No,0.18
C7292-B,P44820-C,Priyansh Bera,2024-12-22,Property,Health,302124,302124,18641,438375,Bangalore,South,74,Light Rain,Crop Loss,Agent,32,Other,Rejected,25,No,0.69
C1787-I,P17041-D,Jiya Kunda,2024-01-08,Agriculture,Vehicle,238932,238932,48272,483721,Lucknow,North,59,Light Rain,Crop Loss,Branch,37,Other,Pending,20,No,0.49
C5159-U,P68223-P,Dhanush Sami,2024-06-20,Agriculture,Life,273311,202506,15160,376719,Pune,West,281,Moderate Rain,House Damage,Online,68,Female,Pending,9,No,0.73
C1333-V,P17184-T,Aaina Vaidya,2024-07-02,Property,Health,416258,416258,25182,690640,Kolkata,East,251,Light Rain,Hospitalization,Branch,49,Female,Settled,7,No,0.6
C2003-X,P46516-C,Riaan Soman,2024-02-14,Vehicle,Property,140666,140666,22806,380010,Lucknow,North,242,Flood,Road Accident,Agent,40,Other,Settled,14,No,0.37
C5842-S,P17346-U,Shamik Krishnamurthy,2024-11-09,Vehicle,Vehicle,75702,75702,18425,208910,Kolkata,East,166,Moderate Rain,Hospitalization,Online,69,Male,Settled,5,No,0.36
C8744-H,P25930-L,Zain Wali,2024-05-09,Agriculture,Property,134238,134238,35540,188188,Lucknow,North,154,Heavy Rain,Flood Damage,Online,21,Female,Settled,16,No,0.71
C7209-K,P77107-Y,Aradhya Raman,2024-01-21,Vehicle,Vehicle,87684,87684,45434,263972,Delhi,North,167,Heavy Rain,Flood Damage,Online,26,Other,Pending,16,No,0.33
C8695-J,P47443-M,Chirag Brar,2024-03-29,Property,Property,146906,146906,45906,280203,Pune,West,51,Flood,Flood Damage,Online,26,Male,Settled,8,No,0.52
C5380-B,P76160-B,Diya Kashyap,2024-01-17,Agriculture,Property,186248,186248,35432,313926,Pune,West,110,Flood,Crop Loss,Agent,34,Female,Settled,12,No,0.59
C6108-R,P83895-O,Khushi Kara,2024-07-10,Vehicle,Health,47082,47082,25106,255803,Pune,West,163,Heavy Rain,House Damage,Agent,32,Male,Pending,10,No,0.18
C5402-C,P20110-T,Stuvan Shroff,2024-12-26,Property,Life,314817,314817,20608,539874,Pune,West,222,Light Rain,Crop Loss,Online,62,Male,Pending,29,No,0.58
C7642-Q,P98879-X,Lakshit Kothari,2024-02-08,Agriculture,Property,243294,243294,47001,504820,Lucknow,North,244,Moderate Rain,House Damage,Mobile App,20,Female,Settled,18,No,0.48
C6806-U,P61154-G,Mohanlal Konda,2024-02-10,Vehicle,Life,111369,111369,14734,404492,Hyderabad,South,255,Flood,House Damage,Online,19,Male,Settled,20,No,0.28
C9659-O,P56094-U,Dharmajan Sankar,2024-01-28,Vehicle,Life,105175,105175,48399,337763,Kolkata,East,162,Moderate Rain,House Damage,Agent,59,Male,Settled,18,No,0.31
C5907-U,P73133-L,Ahana  D’Alia,2024-09-08,Agriculture,Agriculture,189816,189816,15330,382380,Bangalore,South,263,Moderate Rain,Hospitalization,Agent,61,Female,Pending,27,No,0.5
C9512-Y,P58472-D,Emir Rana,2024-12-04,Agriculture,Health,281198,281198,30949,360035,Bangalore,South,111,Moderate Rain,House Damage,Online,20,Female,Settled,9,No,0.78
C3187-E,P77973-D,Pari Ghose,2024-04-25,Property,Vehicle,341708,341708,12046,423579,Pune,West,140,Flood,Crop Loss,Mobile App,64,Male,Settled,26,No,0.81
C4008-Z,P11003-X,Anya Basu,2024-07-04,Agriculture,Health,233705,233705,29518,457524,Bangalore,South,131,Light Rain,Hospitalization,Branch,55,Female,Settled,23,No,0.51
C8507-O,P81049-L,Sara Deep,2024-08-26,Property,Property,488575,488575,23367,550080,Delhi,North,116,Flood,Hospitalization,Agent,43,Male,Settled,5,No,0.89
C9658-I,P59237-S,Kashvi Solanki,2024-08-23,Property,Health,148842,148842,28811,207676,Kolkata,East,280,Flood,Hospitalization,Agent,68,Male,Pending,6,No,0.72
C1915-D,P14845-I,Shanaya Bakshi,2024-05-02,Health,Property,186423,186423,30465,386225,Pune,West,124,Moderate Rain,House Damage,Mobile App,63,Male,Settled,23,No,0.48
C3192-E,P47701-D,Vihaan Ram,2024-08-05,Agriculture,Life,59059,59059,5647,342753,Hyderabad,South,298,Light Rain,Crop Loss,Mobile App,29,Male,Pending,25,No,0.17
C9203-M,P16312-K,Kashvi Bahl,2024-11-11,Health,Property,134975,134975,17776,237923,Ahmedabad,West,213,Heavy Rain,Crop Loss,Mobile App,48,Female,Settled,21,No,0.57
C3002-A,P49598-V,Pari Chakrabarti,2024-04-20,Agriculture,Life,240111,240111,44521,344690,Jaipur,North,290,Light Rain,Hospitalization,Branch,57,Female,Settled,30,No,0.7
C2608-C,P21038-X,Sahil Batta,2024-01-05,Agriculture,Life,163155,163155,12174,233763,Chennai,South,210,Flood,Flood Damage,Online,32,Other,Settled,5,No,0.7
C5853-Q,P97295-W,Dharmajan Sandhu,2024-05-14,Health,Life,67997,67997,18248,296636,Mumbai,West,178,Light Rain,Crop Loss,Agent,62,Female,Pending,30,No,0.23
C8541-Q,P36934-J,Umang Chana,2024-09-27,Vehicle,Property,44953,44953,46128,176259,Bangalore,South,241,Heavy Rain,Hospitalization,Mobile App,55,Female,Settled,25,No,0.26
C4604-Z,P57959-P,Nishith Bakshi,2024-07-27,Health,Agriculture,107990,107990,7723,381077,Chennai,South,61,Heavy Rain,Road Accident,Mobile App,66,Male,Pending,12,No,0.28
C9199-C,P40171-F,Samarth Kothari,2024-02-13,Health,Agriculture,152139,152139,44642,407921,Delhi,North,75,Heavy Rain,Hospitalization,Agent,31,Male,Settled,24,No,0.37
C4232-G,P76020-Y,Raghav Sehgal,2024-02-22,Vehicle,Vehicle,57071,57071,30845,237283,Lucknow,North,107,Moderate Rain,Flood Damage,Online,52,Male,Settled,13,No,0.24
C8997-I,P46930-G,Anvi Comar,2024-07-11,Property,Property,495965,495965,44215,755149,Bangalore,South,151,Moderate Rain,Road Accident,Agent,52,Female,Pending,20,No,0.66
C4551-R,P26279-V,Bhamini Srinivasan,2024-07-03,Property,Life,111614,111614,36798,293916,Jaipur,North,218,Flood,Road Accident,Branch,53,Male,Pending,18,No,0.38
C6677-N,P84897-K,Prerak Singhal,2024-02-02,Agriculture,Agriculture,135408,135408,45976,254103,Delhi,North,287,Moderate Rain,House Damage,Online,40,Male,Settled,14,No,0.53
C8660-W,P26022-M,Anay Thakur,2024-01-03,Vehicle,Life,92634,92634,30320,346898,Chennai,South,90,Flood,House Damage,Branch,46,Male,Settled,15,No,0.27
C8358-D,P61386-C,Emir Sagar,2024-06-13,Health,Agriculture,112885,112885,47012,246274,Delhi,North,180,Flood,Crop Loss,Branch,28,Other,Pending,11,No,0.46
C8056-A,P80850-X,Kiara Tiwari,2024-12-28,Vehicle,Agriculture,84984,84984,21387,312024,Lucknow,North,105,Flood,Hospitalization,Online,62,Female,Settled,17,No,0.27
C3671-Z,P64937-Y,Faiyaz Bera,2024-09-06,Property,Property,319984,319984,40050,485205,Lucknow,North,55,Flood,Hospitalization,Mobile App,69,Female,Settled,9,No,0.66
C8979-A,P97565-O,Ivan Khare,2024-02-20,Health,Agriculture,67975,67975,43580,172067,Bangalore,South,114,Moderate Rain,Road Accident,Branch,27,Male,Settled,12,No,0.4
C7114-J,P10759-R,Khushi Manda,2024-07-02,Health,Vehicle,72508,72508,37750,326840,Bangalore,South,102,Flood,Crop Loss,Mobile App,43,Male,Rejected,20,No,0.22
C1827-D,P67827-Q,Keya Wable,2024-03-26,Agriculture,Property,216264,216264,7594,350539,Delhi,North,207,Flood,Road Accident,Online,38,Other,Settled,18,No,0.62
C3105-S,P12102-H,Alisha Dash,2024-10-23,Vehicle,Vehicle,34527,34527,30401,99063,Bangalore,South,107,Light Rain,Flood Damage,Online,27,Male,Settled,3,No,0.35
C2776-T,P65110-C,Shayak Bumb,2024-07-04,Vehicle,Property,83086,80204,19548,377754,Hyderabad,South,214,Light Rain,Crop Loss,Mobile App,55,Female,Pending,28,No,0.22
C8771-O,P90391-I,Anahi Agarwal,2024-05-11,Agriculture,Agriculture,220346,220346,37518,280543,Lucknow,North,112,Heavy Rain,House Damage,Agent,21,Male,Settled,20,No,0.79
C3826-L,P97389-E,Prerak Rana,2024-09-05,Vehicle,Property,66705,66705,21510,343881,Bangalore,South,81,Light Rain,Flood Damage,Agent,22,Other,Pending,26,No,0.19
C1295-D,P31489-S,Kiaan Karpe,2024-12-17,Agriculture,Life,171048,111633,5601,414952,Ahmedabad,West,143,Flood,Road Accident,Mobile App,26,Other,Pending,21,No,0.41
C7453-O,P69837-B,Saira Reddy,2024-03-02,Health,Life,94417,94417,46587,227763,Pune,West,252,Moderate Rain,Hospitalization,Mobile App,30,Female,Settled,11,No,0.41
C2621-W,P48244-Z,Renee Salvi,2024-02-17,Health,Agriculture,89681,89681,10125,218615,Mumbai,West,298,Flood,Flood Damage,Online,39,Female,Settled,10,No,0.41
C4993-N,P86383-B,Lakshay Kant,2024-09-28,Agriculture,Agriculture,116705,116705,43229,169988,Chennai,South,213,Light Rain,Hospitalization,Mobile App,28,Female,Settled,10,No,0.69
C6838-X,P85494-K,Dhruv Hari,2024-04-02,Agriculture,Health,63367,63367,42363,295542,Lucknow,North,140,Light Rain,Flood Damage,Branch,52,Other,Settled,6,Yes,0.21
C7480-P,P40798-E,Ehsaan Devi,2024-10-21,Health,Property,47638,47638,12712,309288,Jaipur,North,80,Heavy Rain,House Damage,Mobile App,59,Male,Rejected,18,No,0.15
C9383-N,P87514-T,Pihu Dar,2024-07-06,Property,Agriculture,222173,222173,40984,491161,Lucknow,North,259,Flood,Hospitalization,Mobile App,51,Male,Pending,18,No,0.45
C2660-N,P60996-J,Misha Bhakta,2024-07-15,Health,Property,198069,198069,12121,355997,Kolkata,East,125,Light Rain,Flood Damage,Online,28,Other,Pending,24,No,0.56
C3265-N,P63407-K,Nitara Babu,2024-11-12,Agriculture,Agriculture,88817,88817,48047,241565,Hyderabad,South,229,Heavy Rain,Hospitalization,Mobile App,68,Female,Pending,28,No,0.37
C6599-W,P90259-Q,Ojas Mand,2024-11-15,Health,Health,91136,91136,35639,161826,Ahmedabad,West,212,Moderate Rain,Crop Loss,Agent,27,Other,Settled,4,No,0.56
C7856-V,P30583-A,Ayesha Mannan,2024-05-18,Vehicle,Vehicle,127708,127708,16292,280549,Ahmedabad,West,84,Flood,Hospitalization,Branch,60,Male,Settled,15,No,0.46
C9526-U,P83276-V,Saksham Aggarwal,2024-10-21,Health,Life,181509,181509,32153,249535,Pune,West,50,Heavy Rain,Flood Damage,Online,69,Male,Settled,4,No,0.73
C3264-O,P56804-W,Nehmat Taneja,2024-02-05,Vehicle,Property,145607,145607,28475,273533,Pune,West,189,Light Rain,Road Accident,Agent,20,Male,Settled,4,No,0.53
C8301-Z,P98111-F,Ehsaan Joshi,2024-09-17,Vehicle,Health,128250,121878,12701,323897,Ahmedabad,West,149,Heavy Rain,House Damage,Agent,64,Female,Pending,7,No,0.4
C5840-I,P84444-V,Divit Lall,2024-01-25,Property,Vehicle,492792,492792,22882,673733,Hyderabad,South,257,Flood,Hospitalization,Agent,40,Male,Settled,11,No,0.73
C7905-T,P72198-K,Raunak Sawhney,2024-05-23,Agriculture,Vehicle,138292,138292,42584,345756,Jaipur,North,187,Flood,Flood Damage,Mobile App,66,Male,Rejected,20,No,0.4
C1245-F,P85979-S,Nitara Soni,2024-12-16,Property,Health,378652,378652,13752,515988,Hyderabad,South,82,Heavy Rain,Flood Damage,Agent,26,Female,Settled,4,No,0.73
C8506-F,P78752-M,Ivan Thakkar,2024-05-03,Property,Health,177962,177962,11010,399565,Chennai,South,57,Light Rain,Flood Damage,Mobile App,60,Female,Pending,17,No,0.45
C9682-E,P44373-N,Ela Din,2024-12-22,Vehicle,Agriculture,74631,74631,11268,171144,Chennai,South,215,Flood,House Damage,Agent,53,Female,Settled,13,Yes,0.44
C8233-F,P36227-U,Mannat Agarwal,2024-12-15,Agriculture,Agriculture,238227,238227,38391,340958,Bangalore,South,71,Moderate Rain,Hospitalization,Agent,69,Female,Pending,8,No,0.7
C4372-E,P62381-C,Chirag Khalsa,2024-09-27,Agriculture,Health,122840,122840,39315,313039,Chennai,South,285,Light Rain,House Damage,Online,26,Female,Settled,15,No,0.39
C1276-F,P45056-M,Lakshay Goswami,2024-05-19,Agriculture,Agriculture,54972,54972,17819,351088,Pune,West,85,Moderate Rain,Crop Loss,Branch,52,Female,Pending,28,No,0.16
C1150-N,P58085-Q,Taimur Jani,2024-09-08,Property,Life,491101,491101,37884,637108,Pune,West,262,Light Rain,Flood Damage,Online,63,Other,Pending,18,No,0.77
C6162-I,P84334-T,Adah Krishna,2024-10-20,Health,Property,69063,69063,14585,159998,Kolkata,East,57,Flood,House Damage,Mobile App,66,Female,Settled,7,No,0.43
C2054-K,P44752-X,Ranbir Lata,2024-05-27,Property,Vehicle,313853,313853,11735,549635,Pune,West,62,Moderate Rain,Road Accident,Mobile App,24,Other,Rejected,30,No,0.57
C3181-D,P21685-P,Aarav Batta,2024-04-02,Property,Property,368893,368893,36271,632040,Ahmedabad,West,123,Light Rain,Crop Loss,Online,46,Female,Pending,23,No,0.58
C8909-U,P51842-O,Ishaan Kant,2024-10-23,Health,Life,80241,80241,37645,189176,Chennai,South,268,Flood,Crop Loss,Online,52,Male,Rejected,23,No,0.42
C6644-E,P16325-H,Lakshit Tank,2024-12-17,Vehicle,Property,99833,99833,43804,336915,Mumbai,West,269,Flood,Flood Damage,Mobile App,62,Other,Settled,11,No,0.3
C7241-P,P17687-L,Vivaan Sani,2024-01-03,Agriculture,Life,250675,250675,23393,331521,Mumbai,West,224,Flood,Flood Damage,Mobile App,69,Other,Pending,20,No,0.76
C2736-B,P55118-L,Mamooty Toor,2024-01-15,Property,Agriculture,437136,437136,45234,507752,Pune,West,158,Light Rain,Road Accident,Mobile App,65,Other,Pending,30,No,0.86
C1250-J,P52491-V,Nakul Raj,2024-06-24,Property,Health,217606,191488,7086,502738,Kolkata,East,92,Moderate Rain,House Damage,Mobile App,56,Other,Pending,14,No,0.43
C8535-C,P72337-J,Aarna Sridhar,2024-06-03,Agriculture,Agriculture,214243,214243,19952,494824,Pune,West,189,Heavy Rain,Road Accident,Agent,59,Other,Pending,27,No,0.43
C7776-W,P92927-K,Aaina Sethi,2024-03-07,Property,Health,216892,216892,31427,277063,Hyderabad,South,231,Light Rain,Hospitalization,Mobile App,26,Other,Pending,18,No,0.78
C7082-R,P44340-N,Tiya Gandhi,2024-04-04,Health,Life,133695,133695,22107,189990,Lucknow,North,195,Heavy Rain,Road Accident,Online,67,Other,Settled,28,No,0.7
C6702-F,P45081-F,Ela Sahota,2024-09-09,Health,Health,57286,57286,41119,305566,Hyderabad,South,230,Heavy Rain,Crop Loss,Mobile App,47,Male,Pending,4,No,0.19
C1901-X,P46856-H,Tanya Kalla,2024-07-31,Agriculture,Vehicle,265167,265167,31964,342527,Lucknow,North,193,Moderate Rain,Flood Damage,Mobile App,39,Female,Pending,15,No,0.77
C7622-H,P26476-M,Sahil D’Alia,2024-09-03,Property,Vehicle,320761,320761,20453,481369,Jaipur,North,214,Flood,Flood Damage,Online,19,Female,Settled,26,No,0.67
C2465-E,P47497-P,Yuvraj  Anne,2024-12-18,Vehicle,Agriculture,124278,124278,11977,298496,Ahmedabad,West,245,Moderate Rain,Road Accident,Branch,70,Male,Rejected,12,Yes,0.42
C2423-Y,P26667-T,Aarna Bail,2024-12-10,Health,Property,192511,192511,38013,338128,Pune,West,102,Heavy Rain,Crop Loss,Branch,18,Female,Settled,17,Yes,0.57
C3895-J,P90697-C,Tanya Sodhi,2024-05-20,Vehicle,Life,47573,47573,11663,210415,Pune,West,188,Flood,Hospitalization,Agent,19,Female,Settled,7,No,0.23
C6252-K,P31750-C,Trisha Vohra,2024-11-17,Health,Health,87863,47752,16709,254497,Pune,West,245,Moderate Rain,Road Accident,Mobile App,31,Female,Settled,6,No,0.35
C6642-I,P44463-C,Aradhya Banerjee,2024-08-29,Agriculture,Property,240897,240897,31566,440758,Mumbai,West,75,Heavy Rain,Flood Damage,Online,46,Female,Settled,27,No,0.55
C2134-Y,P50119-T,Kanav Kuruvilla,2024-11-08,Property,Agriculture,318478,318478,13143,487066,Lucknow,North,88,Moderate Rain,House Damage,Agent,25,Other,Settled,6,No,0.65
C3802-U,P86083-C,Ivana Lata,2024-02-02,Vehicle,Property,62216,62216,42766,191165,Hyderabad,South,56,Light Rain,Road Accident,Agent,33,Male,Settled,21,No,0.33
C4499-C,P94562-C,Neelofar Sama,2024-08-03,Agriculture,Agriculture,140954,140954,25277,271987,Hyderabad,South,59,Flood,Flood Damage,Mobile App,48,Male,Pending,9,No,0.52
C3540-F,P62183-L,Priyansh Chakraborty,2024-11-08,Vehicle,Agriculture,55886,55886,18008,135918,Kolkata,East,81,Heavy Rain,Crop Loss,Agent,30,Other,Settled,6,No,0.41
C9574-J,P21310-O,Gokul Srivastava,2024-04-23,Vehicle,Agriculture,123573,123573,26629,254371,Kolkata,East,287,Light Rain,Flood Damage,Agent,37,Female,Settled,29,No,0.49
C1036-P,P33445-J,Prisha Krishnan,2024-10-09,Vehicle,Life,43660,43660,48247,295673,Hyderabad,South,54,Flood,Road Accident,Branch,44,Other,Settled,17,No,0.15
C8748-G,P11121-L,Vivaan Desai,2024-05-09,Agriculture,Life,221217,221217,38521,387727,Bangalore,South,255,Light Rain,Hospitalization,Mobile App,43,Female,Settled,3,Yes,0.57
C4141-W,P42623-Q,Advik Bera,2024-08-31,Vehicle,Vehicle,39762,23094,6239,222128,Mumbai,West,193,Flood,Road Accident,Branch,41,Other,Settled,13,No,0.18
C7854-O,P10312-Q,Romil Kunda,2024-03-10,Agriculture,Property,54951,54951,31332,280091,Bangalore,South,53,Heavy Rain,Crop Loss,Branch,64,Female,Rejected,6,No,0.2
C2471-I,P45552-S,Adah Karpe,2024-06-25,Health,Property,189512,189512,42810,477762,Delhi,North,292,Flood,Flood Damage,Branch,37,Male,Settled,30,No,0.4
C9104-C,P21633-Z,Vanya Devan,2024-11-06,Vehicle,Life,33030,33030,19849,327478,Lucknow,North,259,Moderate Rain,Crop Loss,Online,49,Female,Settled,16,No,0.1
C9168-A,P73851-B,Riya Ravel,2024-03-16,Agriculture,Health,153218,153218,35169,259876,Delhi,North,219,Heavy Rain,Road Accident,Online,68,Male,Settled,10,No,0.59
C6744-L,P79554-U,Jivin Vyas,2024-01-23,Agriculture,Life,291078,291078,46218,350871,Lucknow,North,295,Moderate Rain,Flood Damage,Branch,53,Male,Settled,16,No,0.83
C2871-I,P84605-D,Diya Mannan,2024-11-15,Agriculture,Property,70434,70434,33418,121031,Mumbai,West,113,Light Rain,Crop Loss,Branch,64,Other,Settled,26,No,0.58
C9613-H,P80220-U,Uthkarsh Suresh,2024-04-27,Property,Property,253708,253708,47465,427164,Delhi,North,253,Light Rain,Hospitalization,Online,36,Female,Settled,23,No,0.59
C3889-O,P71484-J,Misha Ganguly,2024-06-22,Property,Health,103892,103892,14152,274701,Lucknow,North,288,Flood,Road Accident,Mobile App,28,Other,Pending,16,No,0.38
C6383-L,P34502-Y,Zara Luthra,2024-07-01,Agriculture,Life,279707,218629,19048,360838,Delhi,North,159,Flood,Hospitalization,Branch,70,Male,Rejected,23,No,0.78
C7236-O,P17332-W,Gokul Grover,2024-06-28,Health,Agriculture,89779,89779,44974,303762,Ahmedabad,West,77,Heavy Rain,Hospitalization,Branch,70,Other,Pending,15,No,0.3
C2404-E,P19484-U,Shaan Gara,2024-04-29,Vehicle,Life,68696,68696,18357,202334,Hyderabad,South,134,Light Rain,House Damage,Branch,56,Male,Settled,12,No,0.34
C5041-I,P61445-Y,Prerak Chakrabarti,2024-08-06,Health,Property,157385,157385,23212,450769,Pune,West,154,Light Rain,Crop Loss,Mobile App,30,Female,Settled,4,No,0.35
C2593-D,P10257-W,Aradhya Thaman,2024-03-20,Vehicle,Vehicle,111826,111826,13243,263643,Chennai,South,260,Moderate Rain,Road Accident,Online,66,Other,Pending,9,No,0.42
C1723-D,P92793-W,Mehul Bhavsar,2024-08-14,Health,Property,56848,56848,12773,320459,Bangalore,South,294,Light Rain,Flood Damage,Mobile App,57,Male,Settled,18,No,0.18
C9692-Y,P53730-F,Nishith Jani,2024-05-09,Health,Vehicle,131806,131806,9914,269929,Bangalore,South,186,Flood,Flood Damage,Mobile App,60,Other,Settled,6,No,0.49
C9617-K,P62328-Z,Lakshit Ganguly,2024-01-21,Property,Property,486376,486376,45598,743515,Jaipur,North,64,Flood,Crop Loss,Branch,26,Male,Pending,25,No,0.65
C3882-L,P71635-K,Onkar Gandhi,2024-06-05,Vehicle,Agriculture,112942,112942,11977,168114,Mumbai,West,75,Light Rain,Road Accident,Agent,46,Male,Settled,19,No,0.67
C2083-F,P33040-Q,Stuvan Sawhney,2024-04-06,Property,Life,177593,108788,15795,274434,Ahmedabad,West,191,Moderate Rain,Flood Damage,Mobile App,29,Other,Settled,8,No,0.65
C7172-Q,P65630-H,Hrishita Zachariah,2024-12-10,Vehicle,Health,80121,56110,9837,280280,Chennai,South,191,Light Rain,Hospitalization,Online,68,Other,Settled,16,No,0.29
C4493-F,P82760-V,Emir Shankar,2024-04-05,Property,Vehicle,248357,248357,15626,397890,Bangalore,South,241,Flood,Hospitalization,Mobile App,44,Female,Settled,22,No,0.62
C4588-M,P77088-F,Manikya Dugar,2024-01-25,Agriculture,Property,243661,243661,33870,424993,Kolkata,East,149,Moderate Rain,House Damage,Online,20,Other,Settled,19,No,0.57
C3743-D,P48509-B,Samiha Kulkarni,2024-06-15,Health,Life,31254,31254,10382,181361,Jaipur,North,229,Heavy Rain,Road Accident,Online,64,Male,Pending,18,No,0.17
C9338-H,P41416-A,Ahana  Varty,2024-07-02,Health,Life,24657,24657,11061,304983,Delhi,North,209,Light Rain,Road Accident,Mobile App,51,Other,Settled,19,No,0.08
C5291-N,P26138-R,Rhea Bala,2024-08-04,Health,Vehicle,178221,161258,18317,338929,Mumbai,West,62,Heavy Rain,Flood Damage,Agent,32,Female,Settled,10,No,0.53
C2242-S,P52460-G,Farhan Dhingra,2024-04-19,Health,Vehicle,22522,22522,22334,107977,Jaipur,North,170,Flood,Road Accident,Mobile App,49,Female,Settled,3,No,0.21
